citizen,agedef,age,unit,sex,geo\time	2016 	2015 	2014 	2013 
STLS,REACH,Y_GE85,NR,M,PT	0 e	0 e	0 	0 
STLS,REACH,Y_GE85,NR,M,SE	0 	0 	2 	1 
STLS,REACH,Y_GE85,NR,M,SK	0 p	0 p	0 p	0 p
STLS,REACH,Y_GE85,NR,T,BE	0 	0 	0 	0 
STLS,REACH,Y_GE85,NR,T,BG	0 p	0 p	0 p	0 p
STLS,REACH,Y_GE85,NR,T,CH	0 	0 	0 	0 
STLS,REACH,Y_GE85,NR,T,CY	0 	0 	0 	0 
STLS,REACH,Y_GE85,NR,T,CZ	0 	0 	0 	0 
STLS,REACH,Y_GE85,NR,T,DE	1 b	0 e	2 	0 
STLS,REACH,Y_GE85,NR,T,DK	0 	0 	0 	3 
STLS,REACH,Y_GE85,NR,T,EE	0 	2 b	0 	0 
STLS,REACH,Y_GE85,NR,T,ES	1 	0 	0 	0 
STLS,REACH,Y_GE85,NR,T,FI	1 	0 	0 	0 
STLS,REACH,Y_GE85,NR,T,FR	0 	0 	0 	0 
STLS,REACH,Y_GE85,NR,T,HR	0 	0 	0 	0 
STLS,REACH,Y_GE85,NR,T,HU	0 	0 	0 	0 
STLS,REACH,Y_GE85,NR,T,IS	0 	0 	0 	0 
STLS,REACH,Y_GE85,NR,T,IT	2 	0 	0 	0 
STLS,REACH,Y_GE85,NR,T,LI	0 	0 	0 	0 
STLS,REACH,Y_GE85,NR,T,LT	0 	0 	0 	0 
STLS,REACH,Y_GE85,NR,T,LU	0 	0 	0 	0 
STLS,REACH,Y_GE85,NR,T,LV	0 	0 	0 	0 
STLS,REACH,Y_GE85,NR,T,NL	1 	1 	0 	0 
STLS,REACH,Y_GE85,NR,T,NO	0 	0 	0 	0 
STLS,REACH,Y_GE85,NR,T,PL	0 ep	0 p	0 p	0 
STLS,REACH,Y_GE85,NR,T,PT	0 e	0 e	0 	0 
STLS,REACH,Y_GE85,NR,T,SE	2 	1 	3 	1 
STLS,REACH,Y_GE85,NR,T,SK	0 p	0 p	0 p	0 p
STLS,REACH,Y_LT15,NR,F,BE	0 	1 	0 	1 
STLS,REACH,Y_LT15,NR,F,BG	3 p	8 	31 	20 
STLS,REACH,Y_LT15,NR,F,CH	0 	0 	6 	3 
STLS,REACH,Y_LT15,NR,F,CY	0 	0 	0 	0 
STLS,REACH,Y_LT15,NR,F,CZ	0 	0 	0 	0 
STLS,REACH,Y_LT15,NR,F,DE	324 	567 	207 	60 
STLS,REACH,Y_LT15,NR,F,DK	218 	252 	95 	46 
STLS,REACH,Y_LT15,NR,F,EE	0 	2 	0 	0 
STLS,REACH,Y_LT15,NR,F,ES	13 	8 	10 	7 
STLS,REACH,Y_LT15,NR,F,FI	20 	6 	12 	11 
STLS,REACH,Y_LT15,NR,F,FR	0 	: 	: 	: 
STLS,REACH,Y_LT15,NR,F,HR	0 	0 	3 	0 
STLS,REACH,Y_LT15,NR,F,HU	0 	0 	0 	0 
STLS,REACH,Y_LT15,NR,F,IS	0 	2 	3 	2 
STLS,REACH,Y_LT15,NR,F,IT	1 	1 	1 	2 
STLS,REACH,Y_LT15,NR,F,LI	0 	0 	0 	0 
STLS,REACH,Y_LT15,NR,F,LT	2 	0 	0 	0 
STLS,REACH,Y_LT15,NR,F,LU	5 	0 	0 	0 
STLS,REACH,Y_LT15,NR,F,LV	1 	3 	0 	0 
STLS,REACH,Y_LT15,NR,F,NL	592 	782 	227 	14 
STLS,REACH,Y_LT15,NR,F,NO	137 	130 	53 	37 
STLS,REACH,Y_LT15,NR,F,PL	0 	0 	12 	0 
STLS,REACH,Y_LT15,NR,F,PT	0 	0 	0 	0 
STLS,REACH,Y_LT15,NR,F,SE	1106 	843 	1042 	641 
STLS,REACH,Y_LT15,NR,F,SK	0 p	0 p	0 p	0 p
STLS,REACH,Y_LT15,NR,M,BE	0 	0 	0 	0 
STLS,REACH,Y_LT15,NR,M,BG	4 p	11 	37 	23 
STLS,REACH,Y_LT15,NR,M,CH	3 	1 	3 	1 
STLS,REACH,Y_LT15,NR,M,CY	0 	0 	0 	0 
STLS,REACH,Y_LT15,NR,M,CZ	0 	0 	0 	0 
STLS,REACH,Y_LT15,NR,M,DE	405 	785 	273 	73 
STLS,REACH,Y_LT15,NR,M,DK	248 	280 	92 	58 
STLS,REACH,Y_LT15,NR,M,EE	0 	0 	1 	0 
STLS,REACH,Y_LT15,NR,M,ES	14 	10 	17 	10 
STLS,REACH,Y_LT15,NR,M,FI	13 	11 	10 	3 
STLS,REACH,Y_LT15,NR,M,FR	0 	: 	: 	: 
STLS,REACH,Y_LT15,NR,M,HR	0 	0 	2 	0 
STLS,REACH,Y_LT15,NR,M,HU	0 	0 	0 	0 
STLS,REACH,Y_LT15,NR,M,IS	0 	3 	3 	3 
STLS,REACH,Y_LT15,NR,M,IT	0 	3 	1 	0 
STLS,REACH,Y_LT15,NR,M,LI	0 	0 	0 	0 
STLS,REACH,Y_LT15,NR,M,LT	7 	1 	0 	0 
STLS,REACH,Y_LT15,NR,M,LU	0 	2 	0 	0 
STLS,REACH,Y_LT15,NR,M,LV	0 	2 	0 	0 
STLS,REACH,Y_LT15,NR,M,NL	662 	834 	232 	5 
STLS,REACH,Y_LT15,NR,M,NO	166 	151 	70 	54 
STLS,REACH,Y_LT15,NR,M,PL	0 	0 	0 	0 
STLS,REACH,Y_LT15,NR,M,PT	0 	0 	0 	0 
STLS,REACH,Y_LT15,NR,M,SE	1173 	930 	1074 	704 
STLS,REACH,Y_LT15,NR,M,SK	0 p	0 p	0 p	0 p
STLS,REACH,Y_LT15,NR,T,BE	0 	1 	0 	1 
STLS,REACH,Y_LT15,NR,T,BG	7 p	19 p	68 	43 
STLS,REACH,Y_LT15,NR,T,CH	3 	1 	9 	4 
STLS,REACH,Y_LT15,NR,T,CY	0 	0 	0 	0 
STLS,REACH,Y_LT15,NR,T,CZ	0 	0 	0 	0 
STLS,REACH,Y_LT15,NR,T,DE	729 	1352 	480 	133 
STLS,REACH,Y_LT15,NR,T,DK	466 	532 	187 	104 
STLS,REACH,Y_LT15,NR,T,EE	0 	2 	1 	0 
STLS,REACH,Y_LT15,NR,T,ES	27 	18 	27 	17 
STLS,REACH,Y_LT15,NR,T,FI	33 	17 	22 	14 
STLS,REACH,Y_LT15,NR,T,FR	0 	: 	: 	: 
STLS,REACH,Y_LT15,NR,T,HR	0 	0 	5 	0 
STLS,REACH,Y_LT15,NR,T,HU	0 	0 	0 	0 
STLS,REACH,Y_LT15,NR,T,IS	0 	5 	6 	5 
STLS,REACH,Y_LT15,NR,T,IT	1 	4 	2 	2 
STLS,REACH,Y_LT15,NR,T,LI	0 	0 	0 	0 
STLS,REACH,Y_LT15,NR,T,LT	9 	1 	0 	0 
STLS,REACH,Y_LT15,NR,T,LU	5 	2 	0 	0 
STLS,REACH,Y_LT15,NR,T,LV	1 	5 	0 	0 
STLS,REACH,Y_LT15,NR,T,NL	1254 	1616 	459 	19 
STLS,REACH,Y_LT15,NR,T,NO	303 	281 	123 	91 
STLS,REACH,Y_LT15,NR,T,PL	0 	0 	12 	0 
STLS,REACH,Y_LT15,NR,T,PT	0 	0 	0 	0 
STLS,REACH,Y_LT15,NR,T,SE	2279 	1773 	2116 	1345 
STLS,REACH,Y_LT15,NR,T,SK	0 p	0 p	0 p	0 p
STLS,REACH,Y_LT5,NR,F,BE	0 	1 	0 	0 
STLS,REACH,Y_LT5,NR,F,BG	1 p	0 	11 p	5 p
STLS,REACH,Y_LT5,NR,F,CH	0 	0 	2 	1 
STLS,REACH,Y_LT5,NR,F,CY	0 	0 	0 	0 
STLS,REACH,Y_LT5,NR,F,CZ	0 	0 	0 	0 
STLS,REACH,Y_LT5,NR,F,DE	90 b	207 e	67 	19 
STLS,REACH,Y_LT5,NR,F,DK	59 	72 	38 	20 
STLS,REACH,Y_LT5,NR,F,EE	0 	1 b	0 	0 
STLS,REACH,Y_LT5,NR,F,ES	5 	2 	3 	4 
STLS,REACH,Y_LT5,NR,F,FI	5 	2 	2 	3 
STLS,REACH,Y_LT5,NR,F,FR	0 	0 	0 	0 
STLS,REACH,Y_LT5,NR,F,HR	0 	0 	1 	0 
STLS,REACH,Y_LT5,NR,F,HU	0 	0 	0 	0 
STLS,REACH,Y_LT5,NR,F,IS	0 	0 	1 	0 
STLS,REACH,Y_LT5,NR,F,IT	0 	1 	0 	2 
STLS,REACH,Y_LT5,NR,F,LI	0 	0 	0 	0 
STLS,REACH,Y_LT5,NR,F,LT	1 	0 	0 	0 
STLS,REACH,Y_LT5,NR,F,LU	1 	0 	0 	0 
STLS,REACH,Y_LT5,NR,F,LV	0 	1 	0 	0 
STLS,REACH,Y_LT5,NR,F,NL	155 	255 	72 	8 
STLS,REACH,Y_LT5,NR,F,NO	49 	29 	14 	9 
STLS,REACH,Y_LT5,NR,F,PL	0 ep	0 p	0 p	0 
STLS,REACH,Y_LT5,NR,F,PT	0 e	0 e	0 	0 
STLS,REACH,Y_LT5,NR,F,SE	353 	234 	314 	195 
STLS,REACH,Y_LT5,NR,F,SK	0 p	0 p	0 p	0 p
STLS,REACH,Y_LT5,NR,M,BE	0 	0 	0 	0 
STLS,REACH,Y_LT5,NR,M,BG	1 p	4 	14 p	10 p
STLS,REACH,Y_LT5,NR,M,CH	0 	0 	1 	0 
STLS,REACH,Y_LT5,NR,M,CY	0 	0 	0 	0 
STLS,REACH,Y_LT5,NR,M,CZ	0 	0 	0 	0 
STLS,REACH,Y_LT5,NR,M,DE	109 b	235 e	96 	29 
STLS,REACH,Y_LT5,NR,M,DK	83 	81 	25 	16 
STLS,REACH,Y_LT5,NR,M,EE	0 	0 b	1 	0 
STLS,REACH,Y_LT5,NR,M,ES	5 	4 	8 	1 
STLS,REACH,Y_LT5,NR,M,FI	7 	5 	3 	1 
STLS,REACH,Y_LT5,NR,M,FR	0 	0 	0 	0 
STLS,REACH,Y_LT5,NR,M,HR	0 	0 	0 	0 
STLS,REACH,Y_LT5,NR,M,HU	0 	0 	0 	0 
STLS,REACH,Y_LT5,NR,M,IS	0 	3 	2 	2 
STLS,REACH,Y_LT5,NR,M,IT	0 	0 	1 	0 
STLS,REACH,Y_LT5,NR,M,LI	0 	0 	0 	0 
STLS,REACH,Y_LT5,NR,M,LT	1 	1 	0 	0 
STLS,REACH,Y_LT5,NR,M,LU	0 	0 	0 	0 
STLS,REACH,Y_LT5,NR,M,LV	0 	0 	0 	0 
STLS,REACH,Y_LT5,NR,M,NL	192 	252 	80 	3 
STLS,REACH,Y_LT5,NR,M,NO	45 	34 	18 	27 
STLS,REACH,Y_LT5,NR,M,PL	0 ep	0 p	0 p	0 
STLS,REACH,Y_LT5,NR,M,PT	0 e	0 e	0 	0 
STLS,REACH,Y_LT5,NR,M,SE	326 	244 	357 	231 
STLS,REACH,Y_LT5,NR,M,SK	0 p	0 p	0 p	0 p
STLS,REACH,Y_LT5,NR,T,BE	0 	1 	0 	0 
STLS,REACH,Y_LT5,NR,T,BG	2 p	4 p	25 p	15 p
STLS,REACH,Y_LT5,NR,T,CH	0 	0 	3 	1 
STLS,REACH,Y_LT5,NR,T,CY	0 	0 	0 	0 
STLS,REACH,Y_LT5,NR,T,CZ	0 	0 	0 	0 
STLS,REACH,Y_LT5,NR,T,DE	199 b	442 e	163 	48 
STLS,REACH,Y_LT5,NR,T,DK	142 	153 	63 	36 
STLS,REACH,Y_LT5,NR,T,EE	0 	1 b	1 	0 
STLS,REACH,Y_LT5,NR,T,ES	10 	6 	11 	5 
STLS,REACH,Y_LT5,NR,T,FI	12 	7 	5 	4 
STLS,REACH,Y_LT5,NR,T,FR	0 	0 	0 	0 
STLS,REACH,Y_LT5,NR,T,HR	0 	0 	1 	0 
STLS,REACH,Y_LT5,NR,T,HU	0 	0 	0 	0 
STLS,REACH,Y_LT5,NR,T,IS	0 	3 	3 	2 
STLS,REACH,Y_LT5,NR,T,IT	0 	1 	1 	2 
STLS,REACH,Y_LT5,NR,T,LI	0 	0 	0 	0 
STLS,REACH,Y_LT5,NR,T,LT	2 	1 	0 	0 
STLS,REACH,Y_LT5,NR,T,LU	1 	0 	0 	0 
STLS,REACH,Y_LT5,NR,T,LV	0 	1 	0 	0 
STLS,REACH,Y_LT5,NR,T,NL	347 	507 	152 	11 
STLS,REACH,Y_LT5,NR,T,NO	94 	63 	32 	36 
STLS,REACH,Y_LT5,NR,T,PL	0 ep	0 p	0 p	0 
STLS,REACH,Y_LT5,NR,T,PT	0 e	0 e	0 	0 
STLS,REACH,Y_LT5,NR,T,SE	679 	478 	671 	426 
STLS,REACH,Y_LT5,NR,T,SK	0 p	0 p	0 p	0 p
TOTAL,COMPLET,TOTAL,NR,F,AT	59191 	69345 	52494 	47432 
TOTAL,COMPLET,TOTAL,NR,F,BE	57056 	63217 	57681 	57203 
TOTAL,COMPLET,TOTAL,NR,F,BG	10300 	11730 	11903 p	8074 p
TOTAL,COMPLET,TOTAL,NR,F,CH	71356 	73714 	75173 	76841 
TOTAL,COMPLET,TOTAL,NR,F,CY	8829 	8688 	6448 	6675 
TOTAL,COMPLET,TOTAL,NR,F,CZ	28174 	13278 	13455 	13763 
TOTAL,COMPLET,TOTAL,NR,F,DE	438182 b	573968 e	: 	293749 
TOTAL,COMPLET,TOTAL,NR,F,DK	35097 	35946 	31649 	28941 
TOTAL,COMPLET,TOTAL,NR,F,EE	5928 	6006 b	1728 	1895 
TOTAL,COMPLET,TOTAL,NR,F,EL	46483 b	28857 	26859 	26626 
TOTAL,COMPLET,TOTAL,NR,F,ES	210537 	172488 	153505 	141299 
TOTAL,COMPLET,TOTAL,NR,F,FI	15300 	13586 	15446 	15485 
TOTAL,COMPLET,TOTAL,NR,F,FR	192904 	187004 	177841 	176890 
TOTAL,COMPLET,TOTAL,NR,F,HR	5597 	5165 	4966.0 	4954.0 
TOTAL,COMPLET,TOTAL,NR,F,HU	23497 	25193 	23746 	17069 
TOTAL,COMPLET,TOTAL,NR,F,IE	42614 	40948 	39025 	34298 
TOTAL,COMPLET,TOTAL,NR,F,IS	3493 	2419 	2407 	3058 
TOTAL,COMPLET,TOTAL,NR,F,IT	131732 	129076 	138501 	159342 
TOTAL,COMPLET,TOTAL,NR,F,LI	296 	356 	303 	345 
TOTAL,COMPLET,TOTAL,NR,F,LT	7673 	10151 	10972 	10012 
TOTAL,COMPLET,TOTAL,NR,F,LU	10554 	10806 	10362 	9719 
TOTAL,COMPLET,TOTAL,NR,F,LV	3605 	3899 	3951 	3389 
TOTAL,COMPLET,TOTAL,NR,F,MT	7466 	7342 	6045 	4542 
TOTAL,COMPLET,TOTAL,NR,F,NL	88493 	79010 	69794 	63570 
TOTAL,COMPLET,TOTAL,NR,F,NO	28357 	28121 	30375 	31163 
TOTAL,COMPLET,TOTAL,NR,F,PL	86874 ep	92612 p	96634 p	91825 
TOTAL,COMPLET,TOTAL,NR,F,PT	14657 e	14774 e	10827 	7649 
TOTAL,COMPLET,TOTAL,NR,F,RO	58068 	59125 e	65194 	68856 
TOTAL,COMPLET,TOTAL,NR,F,SE	71859 	60641 	57853 	55419 
TOTAL,COMPLET,TOTAL,NR,F,SI	6206 	6205 	5604 	5406 
TOTAL,COMPLET,TOTAL,NR,F,SK	3264 p	2895 p	2248 p	2182 p
TOTAL,COMPLET,TOTAL,NR,F,UK	275527 	306294 	312664 	263628 
TOTAL,COMPLET,TOTAL,NR,M,AT	70318 	96978 	63768 	54434 
TOTAL,COMPLET,TOTAL,NR,M,BE	66646 	83409 	65477 	62875 
TOTAL,COMPLET,TOTAL,NR,M,BG	10941 	13493 	14712 p	10496 p
TOTAL,COMPLET,TOTAL,NR,M,CH	77949 	79913 	81109 	83316 
TOTAL,COMPLET,TOTAL,NR,M,CY	8562 	6495 	2764 	6474 
TOTAL,COMPLET,TOTAL,NR,M,CZ	35909 	16324 	16442 	16361 
TOTAL,COMPLET,TOTAL,NR,M,DE	591670 b	969880 e	: 	398964 
TOTAL,COMPLET,TOTAL,NR,M,DK	39286 	42546 	36739 	31371 
TOTAL,COMPLET,TOTAL,NR,M,EE	8894 	9407 b	2176 	2214 
TOTAL,COMPLET,TOTAL,NR,M,EL	70384 b	35589 	32154 	31320 
TOTAL,COMPLET,TOTAL,NR,M,ES	204209 	169626 	151949 	139473 
TOTAL,COMPLET,TOTAL,NR,M,FI	19605 	15160 	16061 	16456 
TOTAL,COMPLET,TOTAL,NR,M,FR	185211 	177217 	162542 	161862 
TOTAL,COMPLET,TOTAL,NR,M,HR	8388 	6541 	5672.0 	5424.0 
TOTAL,COMPLET,TOTAL,NR,M,HU	30121 	33151 	30835 	21899 
TOTAL,COMPLET,TOTAL,NR,M,IE	42571 	39844 	34494 	31241 
TOTAL,COMPLET,TOTAL,NR,M,IS	5217 	3216 	2961 	3348 
TOTAL,COMPLET,TOTAL,NR,M,IT	169091 	151002 	139130 	148112 
TOTAL,COMPLET,TOTAL,NR,M,LI	311 	301 	312 	351 
TOTAL,COMPLET,TOTAL,NR,M,LT	12489 	11979 	13322 	11999 
TOTAL,COMPLET,TOTAL,NR,M,LU	12334 	12997 	11970 	11379 
TOTAL,COMPLET,TOTAL,NR,M,LV	4740 	5580 	6414 	4910 
TOTAL,COMPLET,TOTAL,NR,M,MT	9585 	9594 	8409 	6355 
TOTAL,COMPLET,TOTAL,NR,M,NL	100739 	87862 	75529 	65858 
TOTAL,COMPLET,TOTAL,NR,M,NO	33103 	32695 	36528 	37150 
TOTAL,COMPLET,TOTAL,NR,M,PL	121428 ep	125535 p	125641 p	128486 
TOTAL,COMPLET,TOTAL,NR,M,PT	15268 e	15122 e	8689 	9905 
TOTAL,COMPLET,TOTAL,NR,M,RO	79387 	73670 e	70841 	84790 
TOTAL,COMPLET,TOTAL,NR,M,SE	91146 	73599 	69113 	60426 
TOTAL,COMPLET,TOTAL,NR,M,SI	10417 	9215 	8242 	8465 
TOTAL,COMPLET,TOTAL,NR,M,SK	4422 p	4102 p	3109 p	2967 p
TOTAL,COMPLET,TOTAL,NR,M,UK	313466 	325158 	319327 	262418 
TOTAL,COMPLET,TOTAL,NR,T,AT	129509 	166323 	116262 	101866 
TOTAL,COMPLET,TOTAL,NR,T,BE	123702 	146626 	123158 	120078 
TOTAL,COMPLET,TOTAL,NR,T,BG	21241 	25223 p	26615 p	18570 p
TOTAL,COMPLET,TOTAL,NR,T,CH	149305 	153627 	156282 	160157 
TOTAL,COMPLET,TOTAL,NR,T,CY	17391 	15183 	9212 	13149 
TOTAL,COMPLET,TOTAL,NR,T,CZ	64083 	29602 	29897 	30124 b
TOTAL,COMPLET,TOTAL,NR,T,DE	1029852 b	1543848 e	: 	692713 
TOTAL,COMPLET,TOTAL,NR,T,DK	74383 	78492 	68388 	60312 
TOTAL,COMPLET,TOTAL,NR,T,EE	14822 	15413 b	3904 	4109 
TOTAL,COMPLET,TOTAL,NR,T,EL	116867 b	64446 b	59013 	57946 
TOTAL,COMPLET,TOTAL,NR,T,ES	414746 	342114 	305454 	280772 
TOTAL,COMPLET,TOTAL,NR,T,FI	34905 	28746 	31507 	31941 
TOTAL,COMPLET,TOTAL,NR,T,FR	378115 	364221 	340383 	338752 
TOTAL,COMPLET,TOTAL,NR,T,HR	13985 	11706 	10638.0 	10378.0 
TOTAL,COMPLET,TOTAL,NR,T,HU	53618 	58344 	54581 	38968 
TOTAL,COMPLET,TOTAL,NR,T,IE	85185 	80792 	73519 	65539 
TOTAL,COMPLET,TOTAL,NR,T,IS	8710 	5635 	5368 	6406 
TOTAL,COMPLET,TOTAL,NR,T,IT	300823 	280078 	277631 	307454 
TOTAL,COMPLET,TOTAL,NR,T,LI	607 	657 	615 	696 
TOTAL,COMPLET,TOTAL,NR,T,LT	20162 	22130 	24294 	22011 
TOTAL,COMPLET,TOTAL,NR,T,LU	22888 	23803 	22332 	21098 
TOTAL,COMPLET,TOTAL,NR,T,LV	8345 	9479 	10365 	8299 
TOTAL,COMPLET,TOTAL,NR,T,MT	17051 	16936 	14454 	10897 
TOTAL,COMPLET,TOTAL,NR,T,NL	189232 	166872 	145323 	129428 
TOTAL,COMPLET,TOTAL,NR,T,NO	61460 	60816 	66903 	68313 
TOTAL,COMPLET,TOTAL,NR,T,PL	208302 ep	218147 p	222275 p	220311 
TOTAL,COMPLET,TOTAL,NR,T,PT	29925 e	29896 e	19516 	17554 
TOTAL,COMPLET,TOTAL,NR,T,RO	137455 	132795 e	136035 	153646 
TOTAL,COMPLET,TOTAL,NR,T,SE	163005 	134240 	126966 	115845 
TOTAL,COMPLET,TOTAL,NR,T,SI	16623 	15420 	13846 	13871 
TOTAL,COMPLET,TOTAL,NR,T,SK	7686 p	6997 p	5357 p	5149 p
TOTAL,COMPLET,TOTAL,NR,T,UK	588993 	631452 	631991 	526046 
TOTAL,COMPLET,UNK,NR,F,AT	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,F,BE	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,F,BG	0 	: 	0 p	0 p
TOTAL,COMPLET,UNK,NR,F,EL	0 b	0 	0 	0 
TOTAL,COMPLET,UNK,NR,F,ES	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,F,FI	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,F,HR	0 	0 	0.0 	0.0 
TOTAL,COMPLET,UNK,NR,F,IE	0 	: 	: 	: 
TOTAL,COMPLET,UNK,NR,F,IS	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,F,IT	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,F,LT	0 	: 	0 	0 
TOTAL,COMPLET,UNK,NR,F,LU	0 	: 	: 	0 
TOTAL,COMPLET,UNK,NR,F,MT	0 	: 	: 	: 
TOTAL,COMPLET,UNK,NR,F,NO	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,F,PL	0 	0 	0 p	0 
TOTAL,COMPLET,UNK,NR,F,RO	: 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,F,SE	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,F,SI	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,F,UK	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,M,AT	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,M,BE	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,M,BG	0 	: 	0 p	0 p
TOTAL,COMPLET,UNK,NR,M,EL	0 b	0 	0 	0 
TOTAL,COMPLET,UNK,NR,M,ES	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,M,FI	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,M,HR	0 	0 	0.0 	0.0 
TOTAL,COMPLET,UNK,NR,M,IE	0 	: 	: 	: 
TOTAL,COMPLET,UNK,NR,M,IS	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,M,IT	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,M,LT	0 	: 	0 	0 
TOTAL,COMPLET,UNK,NR,M,LU	0 	: 	: 	0 
TOTAL,COMPLET,UNK,NR,M,MT	0 	: 	: 	: 
TOTAL,COMPLET,UNK,NR,M,NO	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,M,PL	0 	0 	0 p	0 
TOTAL,COMPLET,UNK,NR,M,RO	: 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,M,SE	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,M,SI	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,M,UK	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,T,AT	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,T,BE	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,T,BG	0 	: 	0 p	0 p
TOTAL,COMPLET,UNK,NR,T,EL	0 b	0 	0 	0 
TOTAL,COMPLET,UNK,NR,T,ES	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,T,FI	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,T,HR	0 	0 	0.0 	0.0 
TOTAL,COMPLET,UNK,NR,T,IE	0 	: 	: 	: 
TOTAL,COMPLET,UNK,NR,T,IS	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,T,IT	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,T,LT	0 	: 	0 	0 
TOTAL,COMPLET,UNK,NR,T,LU	0 	: 	: 	0 
TOTAL,COMPLET,UNK,NR,T,MT	0 	: 	: 	: 
TOTAL,COMPLET,UNK,NR,T,NO	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,T,PL	0 	0 	0 p	0 
TOTAL,COMPLET,UNK,NR,T,RO	: 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,T,SE	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,T,SI	0 	0 	0 	0 
TOTAL,COMPLET,UNK,NR,T,UK	0 	0 	0 	0 
TOTAL,COMPLET,Y10-14,NR,F,AT	2639 	3356 	1960 	1609 
TOTAL,COMPLET,Y10-14,NR,F,BE	2843 	3220 	2754 	2740 
TOTAL,COMPLET,Y10-14,NR,F,BG	273 	355 	395 p	216 p
TOTAL,COMPLET,Y10-14,NR,F,EL	2574 b	834 	742 	896 
TOTAL,COMPLET,Y10-14,NR,F,ES	10110 	8266 	7757 	7387 
TOTAL,COMPLET,Y10-14,NR,F,FI	678 	612 	677 	707 
TOTAL,COMPLET,Y10-14,NR,F,HR	122 	139 	129.0 	115.0 
TOTAL,COMPLET,Y10-14,NR,F,IE	1639 	1294 	1289 	1054 
TOTAL,COMPLET,Y10-14,NR,F,IS	157 	108 	104 	137 
TOTAL,COMPLET,Y10-14,NR,F,IT	5361 	5169 	5660 	6193 
TOTAL,COMPLET,Y10-14,NR,F,LT	171 	176 	202 	135 
TOTAL,COMPLET,Y10-14,NR,F,LU	406 	: 	: 	423 
TOTAL,COMPLET,Y10-14,NR,F,MT	193 	218 	206 	158 
TOTAL,COMPLET,Y10-14,NR,F,NO	1578 	1517 	1339 	1399 
TOTAL,COMPLET,Y10-14,NR,F,PL	3507 ep	3508 p	3521 p	3402 
TOTAL,COMPLET,Y10-14,NR,F,RO	1924 	1858 e	1808 	2422 
TOTAL,COMPLET,Y10-14,NR,F,SE	4839 	4174 	3761 	4128 
TOTAL,COMPLET,Y10-14,NR,F,SI	321 	321 	248 	231 
TOTAL,COMPLET,Y10-14,NR,F,UK	2597 	3880 	5477 	5158 
TOTAL,COMPLET,Y10-14,NR,M,AT	3373 	4730 	2153 	1753 
TOTAL,COMPLET,Y10-14,NR,M,BE	3229 	4109 	2894 	2831 
TOTAL,COMPLET,Y10-14,NR,M,BG	312 	384 	467 p	230 p
TOTAL,COMPLET,Y10-14,NR,M,EL	3271 b	1069 	887 	1023 
TOTAL,COMPLET,Y10-14,NR,M,ES	11230 	9053 	8633 	8264 
TOTAL,COMPLET,Y10-14,NR,M,FI	821 	605 	642 	748 
TOTAL,COMPLET,Y10-14,NR,M,HR	132 	122 	127.0 	139.0 
TOTAL,COMPLET,Y10-14,NR,M,IE	1557 	1327 	1292 	889 
TOTAL,COMPLET,Y10-14,NR,M,IS	143 	120 	109 	160 
TOTAL,COMPLET,Y10-14,NR,M,IT	6177 	6091 	6138 	6984 
TOTAL,COMPLET,Y10-14,NR,M,LT	174 	158 	171 	151 
TOTAL,COMPLET,Y10-14,NR,M,LU	466 	: 	: 	430 
TOTAL,COMPLET,Y10-14,NR,M,MT	205 	258 	236 	180 
TOTAL,COMPLET,Y10-14,NR,M,NO	2141 	1732 	1429 	1467 
TOTAL,COMPLET,Y10-14,NR,M,PL	3266 ep	3228 p	3417 p	3638 
TOTAL,COMPLET,Y10-14,NR,M,RO	1846 	2044 e	2026 	2609 
