age,c_birth,unit,sex,geo\time	2017 	2016 	2015 	2014 
Y55-59,NAT,NR,M,BE	320883 	316208 	312409 	307227 
Y55-59,NAT,NR,M,BG	234808 	237890 	240822 	244383 
Y55-59,NAT,NR,M,CH	192130 	189108 	186285 	183021 
Y55-59,NAT,NR,M,CY	22432 	22122 	21558 	21294 
Y55-59,NAT,NR,M,CZ	294971 	306376 	319898 	334565 
Y55-59,NAT,NR,M,DK	160951 	160764 	160449 	160691 
Y55-59,NAT,NR,M,EE	31022 	30275 	29602 b	29501 
Y55-59,NAT,NR,M,EL	303368 	304300 	304856 	302324 
Y55-59,NAT,NR,M,ES	1381216 	1353975 	1317872 	1275503 
Y55-59,NAT,NR,M,FI	172721 	174695 	176741 	178508 
Y55-59,NAT,NR,M,FR	1753523 p	1740545 p	1724920 p	1713071 
Y55-59,NAT,NR,M,HR	121019 	123086 	125391 	127400 
Y55-59,NAT,NR,M,HU	277260 	292977 	312295 	335319 
Y55-59,NAT,NR,M,IE	117103 	114170 	111701 	110545 
Y55-59,NAT,NR,M,IS	9631 	9664 	9514 	9321 
Y55-59,NAT,NR,M,IT	1880577 e	1845710 	1819511 	1791911 
Y55-59,NAT,NR,M,LI	550 	563 	557 	555 
Y55-59,NAT,NR,M,LT	93123 	89362 	85543 	81371 
Y55-59,NAT,NR,M,LU	9624 b	9435 	9331 	9122 
Y55-59,NAT,NR,M,LV	52095 	50557 	49208 	47742 
Y55-59,NAT,NR,M,MT	14011 	14131 	14162 	14155 
Y55-59,NAT,NR,M,NL	521032 	513803 	508082 	501135 
Y55-59,NAT,NR,M,NO	139987 	140217 	140733 	139972 
Y55-59,NAT,NR,M,PL	1302913 ep	1349496 p	1386625 p	1394313 p
Y55-59,NAT,NR,M,PT	308621 	305671 	303750 	303181 
Y55-59,NAT,NR,M,RO	603270 	635630 	665310 	684924 e
Y55-59,NAT,NR,M,SE	236624 	238173 	240451 	239955 
Y55-59,NAT,NR,M,SI	58995 	59492 	60488 	60758 
Y55-59,NAT,NR,M,SK	170750 	173660 	176309 	178661 
Y55-59,NAT,NR,M,UK	1792596 	1746743 	1710274 	1673065 
Y55-59,NAT,NR,T,AT	519350 	503279 	485321 	465069 
Y55-59,NAT,NR,T,BE	642923 	634155 	627872 	617791 
Y55-59,NAT,NR,T,BG	479633 	487136 	495591 	503769 
Y55-59,NAT,NR,T,CH	385310 	378682 	372678 	366090 
Y55-59,NAT,NR,T,CY	45710 	44741 	43412 	42375 
Y55-59,NAT,NR,T,CZ	601232 	625897 	654780 	686140 
Y55-59,NAT,NR,T,DK	322923 	322367 	321472 	321977 
Y55-59,NAT,NR,T,EE	66182 	64808 	63850 b	63585 
Y55-59,NAT,NR,T,EL	627164 	628131 	626694 	619705 
Y55-59,NAT,NR,T,ES	2795479 	2741095 	2668464 	2585102 
Y55-59,NAT,NR,T,FI	347150 	351256 	355411 	359973 
Y55-59,NAT,NR,T,FR	3608865 p	3586822 p	3557234 p	3532240 
Y55-59,NAT,NR,T,HR	247072 	251261 	255392 	258065 
Y55-59,NAT,NR,T,HU	590215 	625501 	667980 	716865 
Y55-59,NAT,NR,T,IE	236525 	230785 	225845 	222586 
Y55-59,NAT,NR,T,IS	19078 	19169 	18950 	18553 
Y55-59,NAT,NR,T,IT	3794812 e	3726716 	3675002 	3624628 
Y55-59,NAT,NR,T,LI	1051 	1067 	1047 	1040 
Y55-59,NAT,NR,T,LT	204279 	196707 	188966 	180271 
Y55-59,NAT,NR,T,LU	19241 b	18832 	18630 	18402 
Y55-59,NAT,NR,T,LV	113004 	110298 	107631 	104717 
Y55-59,NAT,NR,T,MT	27990 	28307 	28244 	28133 
Y55-59,NAT,NR,T,NL	1035261 	1019686 	1008406 	993187 
Y55-59,NAT,NR,T,NO	277605 	278615 	279609 	278633 
Y55-59,NAT,NR,T,PL	2700164 ep	2799727 p	2878964 p	2899235 p
Y55-59,NAT,NR,T,PT	653831 	644263 	642226 	639965 
Y55-59,NAT,NR,T,RO	1245029 	1318575 	1387591 	1433061 e
Y55-59,NAT,NR,T,SE	467255 	470021 	474357 	474109 
Y55-59,NAT,NR,T,SI	120333 	121054 	122550 	123438 
Y55-59,NAT,NR,T,SK	352237 	359087 	365720 	371556 
Y55-59,NAT,NR,T,UK	3616501 	3534467 	3441178 	3359536 
Y55-59,NEU28_FOR,NR,F,AT	29569 	29038 	28005 	27835 
Y55-59,NEU28_FOR,NR,F,BE	34874 	34650 	33028 	31596 
Y55-59,NEU28_FOR,NR,F,BG	4590 	4535 	4397 	4054 
Y55-59,NEU28_FOR,NR,F,CH	36201 	34105 	31214 	28611 
Y55-59,NEU28_FOR,NR,F,CY	523 	502 	692 	1741 
Y55-59,NEU28_FOR,NR,F,CZ	7693 	6805 	6197 	5373 
Y55-59,NEU28_FOR,NR,F,DK	13644 	12862 	11968 	11230 
Y55-59,NEU28_FOR,NR,F,EE	12194 	12781 	13129 b	13716 
Y55-59,NEU28_FOR,NR,F,EL	36520 	35100 	33624 	31752 
Y55-59,NEU28_FOR,NR,F,ES	127159 	117332 	107541 	100010 
Y55-59,NEU28_FOR,NR,F,FI	6600 	6135 	5561 	5243 
Y55-59,NEU28_FOR,NR,F,FR	253465 p	251896 p	251666 p	250039 
Y55-59,NEU28_FOR,NR,F,HR	29025 	28843 	28604 	28403 
Y55-59,NEU28_FOR,NR,F,HU	5923 	5690 	5267 	4822 
Y55-59,NEU28_FOR,NR,F,IE	3159 	2958 	2819 	2924 
Y55-59,NEU28_FOR,NR,F,IS	404 	360 	325 	294 
Y55-59,NEU28_FOR,NR,F,IT	159876 e	149133 	137994 	128615 
Y55-59,NEU28_FOR,NR,F,LI	534 	507 	478 	471 
Y55-59,NEU28_FOR,NR,F,LT	10087 	10758 	11026 	11038 
Y55-59,NEU28_FOR,NR,F,LU	1812 b	1869 	1731 	1636 
Y55-59,NEU28_FOR,NR,F,LV	16749 	17508 	18039 	18481 
Y55-59,NEU28_FOR,NR,F,MT	664 	614 	514 	421 
Y55-59,NEU28_FOR,NR,F,NL	64312 	62525 	59545 	58079 
Y55-59,NEU28_FOR,NR,F,NO	11911 	11107 	10227 	9397 
Y55-59,NEU28_FOR,NR,F,PL	3423 ep	4247 p	4688 p	5975 p
Y55-59,NEU28_FOR,NR,F,PT	27587 	28236 	24419 	22603 
Y55-59,NEU28_FOR,NR,F,RO	3366 	2694 	2165 	1468 e
Y55-59,NEU28_FOR,NR,F,SE	36597 	34122 	31333 	29287 
Y55-59,NEU28_FOR,NR,F,SI	9184 	8972 	8646 	8419 
Y55-59,NEU28_FOR,NR,F,SK	1198 	1142 	1082 	998 
Y55-59,NEU28_FOR,NR,F,UK	193567 	176388 	172114 	167629 
Y55-59,NEU28_FOR,NR,M,AT	31168 	29711 	27521 	26492 
Y55-59,NEU28_FOR,NR,M,BE	34899 	34446 	32457 	30833 
Y55-59,NEU28_FOR,NR,M,BG	2845 	2568 	2161 	1661 
Y55-59,NEU28_FOR,NR,M,CH	33508 	32170 	29859 	27734 
Y55-59,NEU28_FOR,NR,M,CY	1510 	1457 	1417 	1421 
Y55-59,NEU28_FOR,NR,M,CZ	11157 	10064 	8852 	7542 
Y55-59,NEU28_FOR,NR,M,DK	14262 	13337 	12044 	11131 
Y55-59,NEU28_FOR,NR,M,EE	9476 	9892 	10217 b	10537 
Y55-59,NEU28_FOR,NR,M,EL	27690 	26458 	26169 	25551 
Y55-59,NEU28_FOR,NR,M,ES	109976 	102456 	94442 	87618 
Y55-59,NEU28_FOR,NR,M,FI	5144 	4704 	4306 	3961 
Y55-59,NEU28_FOR,NR,M,FR	232814 p	229607 p	228277 p	228880 
Y55-59,NEU28_FOR,NR,M,HR	25269 	25357 	25510 	25958 
Y55-59,NEU28_FOR,NR,M,HU	6027 	5559 	4957 	4502 
Y55-59,NEU28_FOR,NR,M,IE	3289 	3270 	3026 	2970 
Y55-59,NEU28_FOR,NR,M,IS	300 	263 	238 	216 
Y55-59,NEU28_FOR,NR,M,IT	117710 e	108002 	97541 	89945 
Y55-59,NEU28_FOR,NR,M,LI	495 	478 	457 	425 
Y55-59,NEU28_FOR,NR,M,LT	7514 	8059 	8611 	8806 
Y55-59,NEU28_FOR,NR,M,LU	1811 b	1992 	1843 	1722 
Y55-59,NEU28_FOR,NR,M,LV	12658 	13320 	13728 	13867 
Y55-59,NEU28_FOR,NR,M,MT	680 	625 	503 	398 
Y55-59,NEU28_FOR,NR,M,NL	61499 	59073 	55325 	53033 
Y55-59,NEU28_FOR,NR,M,NO	11908 	11191 	10053 	9179 
Y55-59,NEU28_FOR,NR,M,PL	2970 ep	3255 p	3297 p	4015 p
Y55-59,NEU28_FOR,NR,M,PT	25024 	24445 	21934 	20185 
Y55-59,NEU28_FOR,NR,M,RO	4309 	3413 	2724 	1873 e
Y55-59,NEU28_FOR,NR,M,SE	37913 	35858 	32806 	31052 
Y55-59,NEU28_FOR,NR,M,SI	12586 	12635 	12373 	12329 
Y55-59,NEU28_FOR,NR,M,SK	1369 	1236 	1101 	1034 
Y55-59,NEU28_FOR,NR,M,UK	183943 	168080 	164011 	153469 
Y55-59,NEU28_FOR,NR,T,AT	60737 	58749 	55526 	54327 
Y55-59,NEU28_FOR,NR,T,BE	69773 	69096 	65485 	62429 
Y55-59,NEU28_FOR,NR,T,BG	7435 	7103 	6558 	5715 
Y55-59,NEU28_FOR,NR,T,CH	69709 	66275 	61073 	56345 
Y55-59,NEU28_FOR,NR,T,CY	2033 	1959 	2109 	3162 
Y55-59,NEU28_FOR,NR,T,CZ	18850 	16869 	15049 	12915 
Y55-59,NEU28_FOR,NR,T,DK	27906 	26199 	24012 	22361 
Y55-59,NEU28_FOR,NR,T,EE	21670 	22673 	23346 b	24253 
Y55-59,NEU28_FOR,NR,T,EL	64210 	61558 	59793 	57303 
Y55-59,NEU28_FOR,NR,T,ES	237135 	219788 	201983 	187628 
Y55-59,NEU28_FOR,NR,T,FI	11744 	10839 	9867 	9204 
Y55-59,NEU28_FOR,NR,T,FR	486279 p	481503 p	479943 p	478919 
Y55-59,NEU28_FOR,NR,T,HR	54294 	54200 	54114 	54361 
Y55-59,NEU28_FOR,NR,T,HU	11950 	11249 	10224 	9324 
Y55-59,NEU28_FOR,NR,T,IE	6448 	6228 	5845 	5894 
Y55-59,NEU28_FOR,NR,T,IS	704 	623 	563 	510 
Y55-59,NEU28_FOR,NR,T,IT	277586 e	257135 	235535 	218560 
Y55-59,NEU28_FOR,NR,T,LI	1029 	985 	935 	896 
Y55-59,NEU28_FOR,NR,T,LT	17601 	18817 	19637 	19844 
Y55-59,NEU28_FOR,NR,T,LU	3623 b	3861 	3574 	3358 
Y55-59,NEU28_FOR,NR,T,LV	29407 	30828 	31767 	32348 
Y55-59,NEU28_FOR,NR,T,MT	1344 	1239 	1017 	819 
Y55-59,NEU28_FOR,NR,T,NL	125811 	121598 	114870 	111112 
Y55-59,NEU28_FOR,NR,T,NO	23819 	22298 	20280 	18576 
Y55-59,NEU28_FOR,NR,T,PL	6393 ep	7502 p	7985 p	9990 p
Y55-59,NEU28_FOR,NR,T,PT	52611 	52681 	46353 	42788 
Y55-59,NEU28_FOR,NR,T,RO	7675 	6107 	4889 	3341 e
Y55-59,NEU28_FOR,NR,T,SE	74510 	69980 	64139 	60339 
Y55-59,NEU28_FOR,NR,T,SI	21770 	21607 	21019 	20748 
Y55-59,NEU28_FOR,NR,T,SK	2567 	2378 	2183 	2032 
Y55-59,NEU28_FOR,NR,T,UK	377510 	344468 	336125 	321098 
Y55-59,TOTAL,NR,F,AT	313528 	304900 	294521 	283947 
Y55-59,TOTAL,NR,F,BE	387786 	382869 	378368 	371706 
Y55-59,TOTAL,NR,F,BG	250138 	254507 	259886 	264148 
Y55-59,TOTAL,NR,F,CH	285698 	277364 	268954 	261023 
Y55-59,TOTAL,NR,F,CY	26913 	25995 	25289 	25889 
Y55-59,TOTAL,NR,F,CZ	317249 	329501 	344368 	360463 
Y55-59,TOTAL,NR,F,DE	: 	3026149 	2937399 	2862922 
Y55-59,TOTAL,NR,F,DK	181030 	179683 	177966 	177238 
Y55-59,TOTAL,NR,F,EE	47827 	47800 	47912 b	48340 
Y55-59,TOTAL,NR,F,EL	377289 	375054 	370391 	363167 
Y55-59,TOTAL,NR,F,ES	1599520 	1559480 	1511241 	1461282 
Y55-59,TOTAL,NR,F,FI	184207 	185658 	187031 	189252 
Y55-59,TOTAL,NR,F,FR	2209832 p	2198860 p	2185295 p	2170943 
Y55-59,TOTAL,NR,F,HR	156694 	158635 	160243 	160753 
Y55-59,TOTAL,NR,F,HU	327892 	347381 	370174 	395506 
Y55-59,TOTAL,NR,F,IE	137293 	134107 	130554 	127849 
Y55-59,TOTAL,NR,F,IS	10490 	10459 	10290 	10002 
Y55-59,TOTAL,NR,F,IT	2160811 	2110923 	2068621 	2031057 
Y55-59,TOTAL,NR,F,LI	1484 	1441 	1389 	1349 
Y55-59,TOTAL,NR,F,LT	121897 	118732 	115023 	110482 
Y55-59,TOTAL,NR,F,LU	18605 b	17884 	17160 	16711 
Y55-59,TOTAL,NR,F,LV	78888 	78509 	77823 	76895 
Y55-59,TOTAL,NR,F,MT	15621 	15674 	15364 	15089 
Y55-59,TOTAL,NR,F,NL	595535 	584879 	575755 	565411 
Y55-59,TOTAL,NR,F,NO	156456 	155997 	155255 	153819 
Y55-59,TOTAL,NR,F,PL	1402442 ep	1456073 p	1498648 p	1512969 p
Y55-59,TOTAL,NR,F,PT	377007 	370295 	365700 	362045 
Y55-59,TOTAL,NR,F,RO	645323 	685926 	724655 	749870 e
Y55-59,TOTAL,NR,F,SE	288606 	287903 	287752 	286505 
Y55-59,TOTAL,NR,F,SI	73863 	74001 	74300 	74792 
Y55-59,TOTAL,NR,F,SK	187915 	192035 	196188 	199887 
Y55-59,TOTAL,NR,F,UK	2088271 	2029723 	1972914 	1923615 
Y55-59,TOTAL,NR,M,AT	309458 	298349 	286315 	274129 
Y55-59,TOTAL,NR,M,BE	385904 	380606 	374636 	367717 
Y55-59,TOTAL,NR,M,BG	238596 	241363 	243828 	246883 
Y55-59,TOTAL,NR,M,CH	290114 	282913 	274509 	266125 
Y55-59,TOTAL,NR,M,CY	26080 	25594 	24823 	25154 
Y55-59,TOTAL,NR,M,CZ	314173 	323938 	335746 	348560 
Y55-59,TOTAL,NR,M,DE	: 	3012491 	2915733 	2825970 
Y55-59,TOTAL,NR,M,DK	181180 	179791 	177815 	176808 
Y55-59,TOTAL,NR,M,EE	41279 	40928 	40568 b	40624 
Y55-59,TOTAL,NR,M,EL	337815 	337268 	337250 	334029 
Y55-59,TOTAL,NR,M,ES	1552325 	1514131 	1467133 	1416520 
Y55-59,TOTAL,NR,M,FI	181217 	182452 	183866 	184987 
Y55-59,TOTAL,NR,M,FR	2079329 p	2064254 p	2047570 p	2036815 
Y55-59,TOTAL,NR,M,HR	147432 	149560 	151963 	154402 
Y55-59,TOTAL,NR,M,HU	292174 	307308 	325782 	348076 
Y55-59,TOTAL,NR,M,IE	135175 	132142 	128639 	126693 
Y55-59,TOTAL,NR,M,IS	10669 	10571 	10336 	10060 
Y55-59,TOTAL,NR,M,IT	2038234 	1990139 	1950421 	1912762 
Y55-59,TOTAL,NR,M,LI	1428 	1412 	1350 	1329 
Y55-59,TOTAL,NR,M,LT	101239 	98010 	94712 	90684 
Y55-59,TOTAL,NR,M,LU	19810 b	19033 	18210 	17419 
Y55-59,TOTAL,NR,M,LV	65686 	64872 	63999 	62715 
Y55-59,TOTAL,NR,M,MT	15656 	15605 	15384 	15219 
Y55-59,TOTAL,NR,M,NL	596070 	585735 	575631 	565898 
Y55-59,TOTAL,NR,M,NO	162575 	161729 	160467 	158095 
Y55-59,TOTAL,NR,M,PL	1307965 ep	1354691 p	1392110 p	1400881 p
Y55-59,TOTAL,NR,M,PT	337798 	333424 	328851 	326984 
Y55-59,TOTAL,NR,M,RO	609309 	640527 	669221 	687883 e
Y55-59,TOTAL,NR,M,SE	292812 	292291 	291556 	289530 
Y55-59,TOTAL,NR,M,SI	74773 	75431 	76255 	76669 
Y55-59,TOTAL,NR,M,SK	178482 	181239 	183831 	186221 
Y55-59,TOTAL,NR,M,UK	2034306 	1978103 	1924354 	1876516 
Y55-59,TOTAL,NR,T,AT	622986 	603249 	580836 	558076 
Y55-59,TOTAL,NR,T,BE	773690 	763475 	753004 	739423 
Y55-59,TOTAL,NR,T,BG	488734 	495870 	503714 	511031 
Y55-59,TOTAL,NR,T,CH	575812 	560277 	543463 	527148 
Y55-59,TOTAL,NR,T,CY	52993 	51589 	50112 	51043 
Y55-59,TOTAL,NR,T,CZ	631422 	653439 	680114 	709023 
Y55-59,TOTAL,NR,T,DE	: 	6038640 	5853132 	5688892 
Y55-59,TOTAL,NR,T,DK	362210 	359474 	355781 	354046 
Y55-59,TOTAL,NR,T,EE	89106 	88728 	88480 b	88964 
Y55-59,TOTAL,NR,T,EL	715104 	712322 	707641 	697196 
Y55-59,TOTAL,NR,T,ES	3151845 	3073611 	2978374 	2877802 
Y55-59,TOTAL,NR,T,FI	365424 	368110 	370897 	374239 
Y55-59,TOTAL,NR,T,FR	4289161 p	4263114 p	4232865 p	4207758 
Y55-59,TOTAL,NR,T,HR	304126 	308195 	312206 	315155 
Y55-59,TOTAL,NR,T,HU	620066 	654689 	695956 	743582 
Y55-59,TOTAL,NR,T,IE	272468 	266249 	259193 	254542 
Y55-59,TOTAL,NR,T,IS	21159 	21030 	20626 	20062 
Y55-59,TOTAL,NR,T,IT	4199045 	4101062 	4019042 	3943819 
Y55-59,TOTAL,NR,T,LI	2912 	2853 	2739 	2678 
Y55-59,TOTAL,NR,T,LT	223136 	216742 	209735 	201166 
Y55-59,TOTAL,NR,T,LU	38415 b	36917 	35370 	34130 
Y55-59,TOTAL,NR,T,LV	144574 	143381 	141822 	139610 
Y55-59,TOTAL,NR,T,MT	31277 	31279 	30748 	30308 
Y55-59,TOTAL,NR,T,NL	1191605 	1170614 	1151386 	1131309 
Y55-59,TOTAL,NR,T,NO	319031 	317726 	315722 	311914 
Y55-59,TOTAL,NR,T,PL	2710407 ep	2810764 p	2890758 p	2913850 p
Y55-59,TOTAL,NR,T,PT	714805 	703719 	694551 	689029 
Y55-59,TOTAL,NR,T,RO	1254632 	1326453 	1393876 	1437753 e
Y55-59,TOTAL,NR,T,SE	581418 	580194 	579308 	576035 
Y55-59,TOTAL,NR,T,SI	148636 	149432 	150555 	151461 
Y55-59,TOTAL,NR,T,SK	366397 	373274 	380019 	386108 
Y55-59,TOTAL,NR,T,UK	4122577 	4007826 	3897268 	3800131 
Y55-59,UNK,NR,F,AT	69 	56 	23 	21 
Y55-59,UNK,NR,F,BE	72 	67 	62 	62 
Y55-59,UNK,NR,F,BG	58 	53 	30 	18 
Y55-59,UNK,NR,F,CH	4724 	4872 	5143 	5635 
Y55-59,UNK,NR,F,CY	81 	78 	76 	121 
Y55-59,UNK,NR,F,CZ	0 	0 	0 	0 
Y55-59,UNK,NR,F,DK	13 	11 	17 	17 
Y55-59,UNK,NR,F,EE	0 	0 	1 b	7 
Y55-59,UNK,NR,F,EL	0 	0 	0 	0 
Y55-59,UNK,NR,F,ES	0 	0 	0 	0 
Y55-59,UNK,NR,F,FI	165 	174 	167 	146 
Y55-59,UNK,NR,F,FR	0 p	0 p	0 p	: 
Y55-59,UNK,NR,F,HR	170 	168 	167 	181 
Y55-59,UNK,NR,F,HU	15 	18 	18 	15 
Y55-59,UNK,NR,F,IE	0 	10 	7 	3 
Y55-59,UNK,NR,F,IS	2 	1 	1 	1 
Y55-59,UNK,NR,F,IT	0 e	0 	0 	0 
Y55-59,UNK,NR,F,LI	3 	4 	4 	4 
Y55-59,UNK,NR,F,LT	0 	0 	0 	0 
Y55-59,UNK,NR,F,LU	14 b	0 	0 	0 
Y55-59,UNK,NR,F,LV	0 	0 	0 	0 
Y55-59,UNK,NR,F,MT	0 	0 	0 	0 
Y55-59,UNK,NR,F,NL	0 	0 	0 	0 
Y55-59,UNK,NR,F,NO	0 	0 	0 	0 
Y55-59,UNK,NR,F,PL	135 ep	144 p	119 p	134 p
Y55-59,UNK,NR,F,PT	90 	22 	63 	24 
Y55-59,UNK,NR,F,RO	8 	113 	58 	113 e
Y55-59,UNK,NR,F,SE	12 	12 	15 	14 
Y55-59,UNK,NR,F,SI	0 	0 	0 	0 
Y55-59,UNK,NR,F,SK	0 	0 	0 	0 
Y55-59,UNK,NR,F,UK	0 	1013 	512 	1014 
Y55-59,UNK,NR,M,AT	62 	62 	31 	13 
Y55-59,UNK,NR,M,BE	55 	43 	35 	34 
Y55-59,UNK,NR,M,BG	50 	37 	20 	11 
Y55-59,UNK,NR,M,CH	5107 	5261 	5555 	6200 
Y55-59,UNK,NR,M,CY	160 	157 	153 	148 
Y55-59,UNK,NR,M,CZ	0 	0 	0 	0 
Y55-59,UNK,NR,M,DK	31 	30 	27 	27 
Y55-59,UNK,NR,M,EE	1 	1 	2 b	12 
Y55-59,UNK,NR,M,EL	0 	0 	0 	0 
Y55-59,UNK,NR,M,ES	0 	0 	0 	0 
Y55-59,UNK,NR,M,FI	201 	171 	154 	126 
Y55-59,UNK,NR,M,FR	0 p	0 p	0 p	: 
Y55-59,UNK,NR,M,HR	256 	243 	252 	245 
Y55-59,UNK,NR,M,HU	18 	15 	22 	24 
Y55-59,UNK,NR,M,IE	3 	20 	9 	7 
Y55-59,UNK,NR,M,IS	5 	2 	1 	1 
Y55-59,UNK,NR,M,IT	0 e	0 	0 	0 
Y55-59,UNK,NR,M,LI	5 	5 	7 	7 
Y55-59,UNK,NR,M,LT	0 	0 	0 	0 
Y55-59,UNK,NR,M,LU	29 b	0 	0 	0 
Y55-59,UNK,NR,M,LV	0 	0 	0 	0 
Y55-59,UNK,NR,M,MT	0 	0 	0 	0 
Y55-59,UNK,NR,M,NL	1 	1 	0 	0 
Y55-59,UNK,NR,M,NO	0 	0 	0 	0 
Y55-59,UNK,NR,M,PL	439 ep	466 p	458 p	447 p
Y55-59,UNK,NR,M,PT	29 	25 	20 	33 
Y55-59,UNK,NR,M,RO	536 	501 	486 	403 e
Y55-59,UNK,NR,M,SE	16 	15 	16 	16 
Y55-59,UNK,NR,M,SI	0 	0 	0 	0 
Y55-59,UNK,NR,M,SK	0 	0 	0 	0 
Y55-59,UNK,NR,M,UK	211 	2199 	493 	642 
Y55-59,UNK,NR,T,AT	131 	118 	54 	34 
Y55-59,UNK,NR,T,BE	127 	110 	97 	96 
Y55-59,UNK,NR,T,BG	108 	90 	50 	29 
Y55-59,UNK,NR,T,CH	9831 	10133 	10698 	11835 
Y55-59,UNK,NR,T,CY	241 	235 	229 	269 
Y55-59,UNK,NR,T,CZ	0 	0 	0 	0 
Y55-59,UNK,NR,T,DK	44 	41 	44 	44 
Y55-59,UNK,NR,T,EE	1 	1 	3 b	19 
Y55-59,UNK,NR,T,EL	0 	0 	0 	0 
Y55-59,UNK,NR,T,ES	0 	0 	0 	0 
Y55-59,UNK,NR,T,FI	366 	345 	321 	272 
Y55-59,UNK,NR,T,FR	0 p	0 p	0 p	: 
Y55-59,UNK,NR,T,HR	426 	411 	419 	426 
Y55-59,UNK,NR,T,HU	33 	33 	40 	39 
Y55-59,UNK,NR,T,IE	3 	30 	16 	10 
Y55-59,UNK,NR,T,IS	7 	3 	2 	2 
Y55-59,UNK,NR,T,IT	0 e	0 	0 	0 
Y55-59,UNK,NR,T,LI	8 	9 	11 	11 
Y55-59,UNK,NR,T,LT	0 	0 	0 	0 
Y55-59,UNK,NR,T,LU	43 b	0 	0 	0 
Y55-59,UNK,NR,T,LV	0 	0 	0 	0 
Y55-59,UNK,NR,T,MT	0 	0 	0 	0 
Y55-59,UNK,NR,T,NL	1 	1 	0 	0 
Y55-59,UNK,NR,T,NO	0 	0 	0 	0 
Y55-59,UNK,NR,T,PL	574 ep	610 p	577 p	581 p
Y55-59,UNK,NR,T,PT	119 	47 	83 	57 
Y55-59,UNK,NR,T,RO	544 	614 	544 	516 e
Y55-59,UNK,NR,T,SE	28 	27 	31 	30 
Y55-59,UNK,NR,T,SI	0 	0 	0 	0 
Y55-59,UNK,NR,T,SK	0 	0 	0 	0 
Y55-59,UNK,NR,T,UK	211 	3212 	1005 	1656 
Y60-64,CC5_13_FOR_X_IS,NR,F,AT	13005 	12642 	12627 	12182 
Y60-64,CC5_13_FOR_X_IS,NR,F,BE	3131 	2696 	2470 	2327 
Y60-64,CC5_13_FOR_X_IS,NR,F,BG	204 	200 	191 	192 
Y60-64,CC5_13_FOR_X_IS,NR,F,CH	6507 	5892 	5420 	4754 
Y60-64,CC5_13_FOR_X_IS,NR,F,CY	: 	: 	: 	7 
Y60-64,CC5_13_FOR_X_IS,NR,F,CZ	41 	46 	: 	36 
Y60-64,CC5_13_FOR_X_IS,NR,F,DK	977 	842 	799 	760 
Y60-64,CC5_13_FOR_X_IS,NR,F,EE	2 	1 	1 	0 
Y60-64,CC5_13_FOR_X_IS,NR,F,EL	: 	: 	: 	2411 
Y60-64,CC5_13_FOR_X_IS,NR,F,ES	: 	: 	167 	158 
Y60-64,CC5_13_FOR_X_IS,NR,F,FI	22 	21 	16 	16 
Y60-64,CC5_13_FOR_X_IS,NR,F,FR	: 	: 	: 	11063 
Y60-64,CC5_13_FOR_X_IS,NR,F,HR	: 	: 	: 	5174 
Y60-64,CC5_13_FOR_X_IS,NR,F,HU	: 	1000 	970 	915 
Y60-64,CC5_13_FOR_X_IS,NR,F,IE	: 	: 	: 	21 
Y60-64,CC5_13_FOR_X_IS,NR,F,IS	5 	6 	3 	3 
Y60-64,CC5_13_FOR_X_IS,NR,F,IT	2955 	2941 	: 	2875 
Y60-64,CC5_13_FOR_X_IS,NR,F,LI	52 	43 	42 	39 
Y60-64,CC5_13_FOR_X_IS,NR,F,LT	1 	1 	0 	0 
Y60-64,CC5_13_FOR_X_IS,NR,F,LU	81 	: 	: 	94 
Y60-64,CC5_13_FOR_X_IS,NR,F,LV	0 	0 	0 	0 
Y60-64,CC5_13_FOR_X_IS,NR,F,NL	5070 	4779 	4943 	5003 
Y60-64,CC5_13_FOR_X_IS,NR,F,NO	362 	333 	: 	311 
Y60-64,CC5_13_FOR_X_IS,NR,F,PL	: 	: 	: 	28 p
Y60-64,CC5_13_FOR_X_IS,NR,F,PT	: 	: 	: 	3 
Y60-64,CC5_13_FOR_X_IS,NR,F,RO	32 	23 	: 	16 e
Y60-64,CC5_13_FOR_X_IS,NR,F,SE	1537 	1352 	: 	1142 
Y60-64,CC5_13_FOR_X_IS,NR,F,SI	2146 	2066 	2066 	1921 
Y60-64,CC5_13_FOR_X_IS,NR,F,SK	32 	29 	29 	26 
Y60-64,CC5_13_FOR_X_IS,NR,M,AT	11147 	10884 	11490 	11897 
Y60-64,CC5_13_FOR_X_IS,NR,M,BE	3177 	2755 	2646 	2541 
Y60-64,CC5_13_FOR_X_IS,NR,M,BG	335 	288 	272 	241 
Y60-64,CC5_13_FOR_X_IS,NR,M,CH	7494 	6638 	6063 	5364 
Y60-64,CC5_13_FOR_X_IS,NR,M,CY	: 	: 	: 	8 
Y60-64,CC5_13_FOR_X_IS,NR,M,CZ	187 	176 	: 	125 
Y60-64,CC5_13_FOR_X_IS,NR,M,DK	1168 	1009 	874 	775 
Y60-64,CC5_13_FOR_X_IS,NR,M,EE	1 	1 	0 	0 
Y60-64,CC5_13_FOR_X_IS,NR,M,EL	: 	: 	: 	2170 
Y60-64,CC5_13_FOR_X_IS,NR,M,ES	: 	: 	177 	159 
Y60-64,CC5_13_FOR_X_IS,NR,M,FI	83 	71 	60 	55 
Y60-64,CC5_13_FOR_X_IS,NR,M,FR	: 	: 	: 	11839 
Y60-64,CC5_13_FOR_X_IS,NR,M,HR	: 	: 	: 	3807 
